learning_rate,epoch,training_loss,training_error,test_loss,test_error
0.003125,14,0.078930,10.931285,0.079785,10.612855
0.003125,15,0.069776,9.957481,0.071036,9.666168
0.003125,16,0.063003,8.736799,0.064854,8.968610
0.003125,17,0.057808,7.927582,0.060279,8.669656
0.003125,18,0.053626,7.241805,0.056700,7.722970
0.003125,19,0.050113,6.638321,0.053791,7.573493
0.003125,20,0.047104,6.226855,0.051393,7.075237
0.003125,21,0.044500,5.897682,0.049387,6.925760
0.003125,22,0.042230,5.527362,0.047690,6.826108
0.003125,23,0.040233,5.170758,0.046238,6.527155
0.003125,24,0.038449,4.923879,0.044979,6.527155
0.003125,25,0.036831,4.786723,0.043873,6.427504
0.003125,26,0.035351,4.553559,0.042893,6.278027
0.003125,27,0.033990,4.279248,0.042017,6.178376
0.003125,28,0.032739,4.142093,0.041230,6.028899
0.003125,29,0.031592,3.991222,0.040520,5.829597
0.003125,30,0.030544,3.895213,0.039877,5.680120
0.003125,31,0.029588,3.799205,0.039292,5.630294
0.003125,32,0.028713,3.716911,0.038758,5.630294
0.003125,33,0.027908,3.552325,0.038268,5.530643
0.003125,34,0.027161,3.442600,0.037817,5.530643
0.003125,35,0.026460,3.360307,0.037401,5.580468
0.003125,36,0.025795,3.223152,0.037013,5.630294
0.003125,37,0.025155,3.182005,0.036647,5.630294
0.003125,38,0.024533,3.113427,0.036298,5.680120
0.003125,39,0.023924,3.031134,0.035961,5.580468
0.003125,40,0.023329,2.962557,0.035633,5.480817
0.003125,41,0.022747,2.907694,0.035317,5.231689
0.003125,42,0.022183,2.825401,0.035012,5.181863
0.003125,43,0.021637,2.770539,0.034721,5.032387
0.003125,44,0.021112,2.729392,0.034446,5.082212
0.003125,45,0.020607,2.660815,0.034189,5.082212
0.003125,46,0.020123,2.592237,0.033950,5.032387
0.003125,47,0.019658,2.564806,0.033730,4.882910
0.003125,48,0.019213,2.523659,0.033527,4.932735
0.003125,49,0.018786,2.441366,0.033339,4.982561
0.003125,50,0.018375,2.386504,0.033167,4.882910
0.003125,51,0.017980,2.304211,0.033006,4.833084
0.003125,52,0.017599,2.235633,0.032853,4.882910
0.003125,53,0.017229,2.139624,0.032704,4.833084
0.003125,54,0.016869,2.043615,0.032556,4.833084
0.003125,55,0.016518,2.002469,0.032407,4.882910
0.003125,56,0.016178,1.975038,0.032259,4.833084
0.003125,57,0.015848,1.933891,0.032117,4.833084
0.003125,58,0.015530,1.879029,0.031984,4.833084
0.003125,59,0.015223,1.851598,0.031863,4.882910
0.003125,60,0.014929,1.783020,0.031755,4.882910
0.003125,61,0.014646,1.769305,0.031660,4.833084
0.003125,62,0.014373,1.741874,0.031575,4.882910
0.003125,63,0.014109,1.687011,0.031500,4.882910
0.003125,64,0.013854,1.659580,0.031433,4.882910
0.003125,65,0.013606,1.604718,0.031371,4.882910
0.003125,66,0.013366,1.577287,0.031312,4.882910
0.003125,67,0.013135,1.549856,0.031256,4.882910
0.003125,68,0.012910,1.536140,0.031201,4.833084
0.003125,69,0.012694,1.536140,0.031146,4.683608
0.003125,70,0.012484,1.522425,0.031091,4.733433
0.003125,71,0.012280,1.522425,0.031035,4.783258
0.003125,72,0.012082,1.508709,0.030977,4.833084
0.003125,73,0.011889,1.494994,0.030917,4.882910
0.003125,74,0.011702,1.481278,0.030855,4.882910
0.003125,75,0.011520,1.453847,0.030790,4.833084
0.003125,76,0.011343,1.426416,0.030724,4.833084
0.003125,77,0.011171,1.385270,0.030656,4.833084
0.003125,78,0.011004,1.385270,0.030588,4.783258
0.003125,79,0.010842,1.344123,0.030521,4.882910
0.003125,80,0.010684,1.316692,0.030456,4.833084
0.003125,81,0.010530,1.289261,0.030395,4.783258
0.003125,82,0.010379,1.261830,0.030338,4.733433
0.003125,83,0.010230,1.234399,0.030284,4.733433
0.003125,84,0.010084,1.206967,0.030233,4.783258
0.003125,85,0.009939,1.179536,0.030185,4.783258
0.003125,86,0.009796,1.152105,0.030141,4.783258
0.003125,87,0.009654,1.152105,0.030102,4.783258
0.003125,88,0.009513,1.138390,0.030072,4.783258
0.003125,89,0.009375,1.138390,0.030050,4.833084
0.003125,90,0.009247,1.110959,0.030029,4.833084
0.003125,91,0.009128,1.110959,0.030001,4.833084
0.003125,92,0.009016,1.110959,0.029963,4.833084
0.003125,93,0.008908,1.110959,0.029925,4.783258
0.003125,94,0.008805,1.110959,0.029891,4.783258
0.003125,95,0.008705,1.069812,0.029860,4.733433
0.003125,96,0.008609,1.069812,0.029833,4.683608
0.003125,97,0.008515,1.042381,0.029808,4.683608
0.003125,98,0.008423,1.028665,0.029787,4.633782
0.003125,99,0.008334,1.028665,0.029769,4.534131
0.003125,100,0.008247,1.014950,0.029753,4.534131
0.001563,1,0.359928,88.588669,0.360312,89.088188
0.001563,2,0.359903,88.588669,0.360288,89.088188
0.001563,3,0.359874,88.588669,0.360261,89.088188
0.001563,4,0.359840,88.588669,0.360228,89.088188
0.001563,5,0.359798,88.588669,0.360188,89.088188
0.001563,6,0.359743,88.588669,0.360135,89.088188
0.001563,7,0.359662,88.588669,0.360060,89.088188
0.001563,8,0.359539,88.588669,0.359945,89.088188
0.001563,9,0.359332,88.588669,0.359750,89.088188
0.001563,10,0.358939,88.533806,0.359382,89.038368
0.001563,11,0.358053,87.985184,0.358554,88.440460
0.001563,12,0.355583,86.531342,0.356246,87.045341
0.001563,13,0.347577,83.184746,0.348762,83.208771
0.001563,14,0.335376,77.629951,0.337478,78.973595
0.001563,15,0.328216,75.984093,0.330770,77.977081
0.001563,16,0.321730,72.226028,0.324404,74.638763
0.001563,17,0.306035,64.751060,0.308873,65.371201
0.001563,18,0.275396,56.425732,0.277632,57.199802
0.001563,19,0.238864,45.302429,0.241420,45.590435
0.001563,20,0.201265,30.901112,0.204050,31.390135
0.001563,21,0.170921,23.933617,0.173620,24.763329
0.001563,22,0.146550,19.805239,0.148904,19.481813
0.001563,23,0.126906,16.883829,0.128744,16.841057
0.001563,24,0.111709,14.853930,0.113030,14.698555
0.001563,25,0.099979,13.290358,0.100898,13.502741
0.001563,26,0.090848,12.220546,0.091556,12.107623
0.001563,27,0.083582,11.205596,0.084299,10.911809
0.001563,28,0.077627,10.478672,0.078521,10.064774
0.001563,29,0.072636,9.998629,0.073815,9.965122
0.001563,30,0.068384,9.532300,0.069903,9.417041
0.001563,31,0.064712,8.997394,0.066589,9.018435
0.001563,32,0.061498,8.393910,0.063728,8.619830
0.001563,33,0.058651,7.831573,0.061221,8.221226
0.001563,34,0.056104,7.433823,0.059002,7.972098
0.001563,35,0.053805,7.159512,0.057024,7.822621
0.001563,36,0.051717,6.871485,0.055254,7.722970
0.001563,37,0.049806,6.652037,0.053666,7.573493
0.001563,38,0.048051,6.391441,0.052239,7.324365
0.001563,39,0.046434,6.130846,0.050953,7.424016
0.001563,40,0.044942,5.883966,0.049792,7.274539
0.001563,41,0.043561,5.582225,0.048739,7.125062
0.001563,42,0.042281,5.403923,0.047780,7.025411
0.001563,43,0.041089,5.307914,0.046902,6.875934
0.001563,44,0.039976,5.184474,0.046096,6.726458
0.001563,45,0.038934,5.033603,0.045354,6.726458
0.001563,46,0.037955,4.869017,0.044670,6.726458
0.001563,47,0.037033,4.704430,0.044037,6.676632
0.001563,48,0.036163,4.567275,0.043450,6.676632
0.001563,49,0.035341,4.484982,0.042905,6.576981
0.001563,50,0.034563,4.388973,0.042397,6.278027
0.001563,51,0.033825,4.251817,0.041921,6.128550
0.001563,52,0.033126,4.100946,0.041476,6.078724
0.001563,53,0.032463,4.046084,0.041057,5.979073
0.001563,54,0.031832,3.991222,0.040662,5.979073
0.001563,55,0.031232,3.936360,0.040289,5.979073
0.001563,56,0.030661,3.854067,0.039935,5.979073
0.001563,57,0.030116,3.785489,0.039599,5.929248
0.001563,58,0.029596,3.716911,0.039280,5.829597
0.001563,59,0.029097,3.662049,0.038975,5.829597
0.001563,60,0.028620,3.579756,0.038684,5.729945
0.001563,61,0.028162,3.538609,0.038405,5.680120
0.001563,62,0.027722,3.497463,0.038139,5.680120
0.001563,63,0.027299,3.401454,0.037885,5.580468
0.001563,64,0.026892,3.346592,0.037643,5.580468
0.001563,65,0.026500,3.305445,0.037411,5.530643
0.001563,66,0.026122,3.223152,0.037190,5.480817
0.001563,67,0.025756,3.182005,0.036979,5.430992
0.001563,68,0.025402,3.127143,0.036778,5.381166
0.001563,69,0.025059,3.099712,0.036587,5.331340
0.001563,70,0.024726,3.072281,0.036405,5.231689
0.001563,71,0.024400,3.031134,0.036231,5.231689
0.001563,72,0.024083,3.003703,0.036066,5.331340
0.001563,73,0.023773,2.976272,0.035909,5.331340
0.001563,74,0.023469,2.935126,0.035759,5.281515
0.001563,75,0.023171,2.907694,0.035615,5.281515
0.001563,76,0.022879,2.880263,0.035479,5.231689
0.001563,77,0.022593,2.839117,0.035348,5.181863
0.001563,78,0.022311,2.797970,0.035222,5.181863
0.001563,79,0.022036,2.784255,0.035102,5.181863
0.001563,80,0.021765,2.715677,0.034987,5.181863
0.001563,81,0.021500,2.674530,0.034876,5.181863
0.001563,82,0.021240,2.647099,0.034770,5.132038
0.001563,83,0.020986,2.605953,0.034668,5.132038
0.001563,84,0.020737,2.564806,0.034569,5.082212
0.001563,85,0.020494,2.551090,0.034475,5.132038
0.001563,86,0.020256,2.509944,0.034384,5.132038
0.001563,87,0.020023,2.496228,0.034296,5.082212
0.001563,88,0.019795,2.482513,0.034211,5.132038
0.001563,89,0.019572,2.455082,0.034129,5.181863
0.001563,90,0.019353,2.427650,0.034050,5.231689
0.001563,91,0.019139,2.427650,0.033973,5.231689
0.001563,92,0.018929,2.400219,0.033898,5.181863
0.001563,93,0.018723,2.400219,0.033824,5.132038
0.001563,94,0.018520,2.345357,0.033752,5.132038
0.001563,95,0.018321,2.276780,0.033680,5.181863
0.001563,96,0.018125,2.249348,0.033608,5.181863
0.001563,97,0.017931,2.208202,0.033535,5.181863
0.001563,98,0.017740,2.167055,0.033463,5.231689
0.001563,99,0.017552,2.139624,0.033389,5.331340
0.001563,100,0.017366,2.112193,0.033315,5.281515
0.000781,1,0.359907,88.588669,0.360198,89.088188
0.000781,2,0.359856,88.588669,0.360150,89.088188
0.000781,3,0.359846,88.588669,0.360139,89.088188
0.000781,4,0.359833,88.588669,0.360126,89.088188
0.000781,5,0.359817,88.588669,0.360113,89.088188
0.000781,6,0.359804,88.588669,0.360098,89.088188
0.000781,7,0.359788,88.588669,0.360083,89.088188
0.000781,8,0.359771,88.588669,0.360066,89.088188
0.000781,9,0.359752,88.588669,0.360046,89.088188
0.000781,10,0.359728,88.588669,0.360024,89.088188
0.000781,11,0.359700,88.588669,0.359999,89.088188
0.000781,12,0.359669,88.588669,0.359968,89.088188
0.000781,13,0.359632,88.588669,0.359933,89.088188
0.000781,14,0.359585,88.588669,0.359889,89.088188
0.000781,15,0.359528,88.588669,0.359835,89.088188
0.000781,16,0.359454,88.588669,0.359767,89.088188
0.000781,17,0.359359,88.588669,0.359677,89.088188
0.000781,18,0.359232,88.574959,0.359558,89.088188
0.000781,19,0.359054,88.520096,0.359393,89.038368
0.000781,20,0.358800,88.451515,0.359155,88.789238
0.000781,21,0.358417,88.067482,0.358796,88.639763
0.000781,22,0.357809,87.450279,0.358229,88.290985
0.000781,23,0.356782,86.764503,0.357268,87.344292
0.000781,24,0.354936,85.982719,0.355539,86.198303
0.000781,25,0.351518,84.679741,0.352337,84.952667
0.000781,26,0.345623,83.404198,0.346819,83.358246
0.000781,27,0.338830,80.345634,0.340499,80.019928
0.000781,28,0.333820,76.861885,0.335883,78.176384
0.000781,29,0.329967,76.299545,0.332287,78.026909
0.000781,30,0.326615,74.612534,0.329088,76.781265
0.000781,31,0.323296,71.924294,0.325868,74.389633
0.000781,32,0.319099,69.373199,0.321762,70.802193
0.000781,33,0.312528,66.150047,0.315297,66.865967
0.000781,34,0.302117,62.762310,0.304887,63.378178
0.000781,35,0.288109,59.456863,0.290512,60.438465
0.000781,36,0.272530,55.671375,0.274557,56.601894
0.000781,37,0.255776,50.925800,0.257880,51.320377
0.000781,38,0.237106,44.602936,0.239541,44.942699
0.000781,39,0.217585,36.990810,0.220256,36.870953
0.000781,40,0.199456,30.338774,0.202182,31.041355
0.000781,41,0.183159,26.374983,0.185873,27.105131
0.000781,42,0.168716,23.412426,0.171376,24.763329
0.000781,43,0.155929,21.327663,0.158459,21.923269
0.000781,44,0.144413,19.476067,0.146730,19.581465
0.000781,45,0.134081,17.624468,0.136136,18.634779
0.000781,46,0.124949,16.431217,0.126720,16.890882
0.000781,47,0.116948,15.292827,0.118440,15.545590
0.000781,48,0.109956,14.332739,0.111198,14.399601
0.000781,49,0.103846,13.523522,0.104884,13.602391
0.000781,50,0.098492,12.851460,0.099385,13.153961
0.000781,51,0.093771,12.439995,0.094580,12.456403
0.000781,52,0.089575,11.891373,0.090355,11.758844
0.000781,53,0.085820,11.411329,0.086618,11.210762
0.000781,54,0.082441,11.095872,0.083298,10.762332
0.000781,55,0.079385,10.615828,0.080334,10.463378
0.000781,56,0.076604,10.368948,0.077672,10.064774
0.000781,57,0.074061,10.026059,0.075268,9.765820
0.000781,58,0.071722,9.669456,0.073084,9.516691
0.000781,59,0.069564,9.450006,0.071088,9.417041
0.000781,60,0.067564,9.148265,0.069255,9.167912
0.000781,61,0.065703,8.846523,0.067563,8.918784
0.000781,62,0.063966,8.599644,0.065994,8.769307
0.000781,63,0.062339,8.393910,0.064535,8.619830
0.000781,64,0.060813,8.270471,0.063172,8.221226
0.000781,65,0.059375,8.023591,0.061897,7.972098
0.000781,66,0.058019,7.708133,0.060702,7.772795
0.000781,67,0.056737,7.557262,0.059577,7.623318
0.000781,68,0.055521,7.420107,0.058519,7.623318
0.000781,69,0.054366,7.255520,0.057520,7.673144
0.000781,70,0.053266,7.077219,0.056576,7.673144
0.000781,71,0.052216,6.940063,0.055683,7.623318
0.000781,72,0.051213,6.775476,0.054837,7.623318
0.000781,73,0.050254,6.679468,0.054035,7.523667
0.000781,74,0.049336,6.514881,0.053275,7.424016
0.000781,75,0.048455,6.418872,0.052553,7.374190
0.000781,76,0.047611,6.254286,0.051866,7.424016
0.000781,77,0.046801,6.103415,0.051213,7.274539
0.000781,78,0.046022,5.952544,0.050591,7.174888
0.000781,79,0.045273,5.815389,0.049998,6.875934
0.000781,80,0.044551,5.774242,0.049432,6.875934
0.000781,81,0.043856,5.691949,0.048891,6.826108
0.000781,82,0.043186,5.499931,0.048373,6.826108
0.000781,83,0.042539,5.445069,0.047878,6.776283
0.000781,84,0.041915,5.321630,0.047405,6.726458
0.000781,85,0.041311,5.225621,0.046951,6.776283
0.000781,86,0.040727,5.157043,0.046517,6.726458
0.000781,87,0.040161,5.019887,0.046100,6.726458
0.000781,88,0.039613,4.951310,0.045701,6.626806
0.000781,89,0.039083,4.937594,0.045317,6.527155
0.000781,90,0.038568,4.855301,0.044949,6.477329
0.000781,91,0.038069,4.786723,0.044595,6.477329
0.000781,92,0.037584,4.759292,0.044254,6.477329
0.000781,93,0.037114,4.704430,0.043926,6.527155
0.000781,94,0.036657,4.690714,0.043610,6.527155
0.000781,95,0.036213,4.622137,0.043305,6.427504
0.000781,96,0.035782,4.553559,0.043010,6.327853
0.000781,97,0.035362,4.539844,0.042725,6.327853
0.000781,98,0.034954,4.512413,0.042448,6.228201
0.000781,99,0.034557,4.443835,0.042181,6.178376
0.000781,100,0.034170,4.388973,0.041921,6.178376
0.000391,1,0.361358,88.588669,0.361627,89.088188
0.000391,2,0.359877,88.588669,0.360108,89.088188
0.000391,3,0.359833,88.588669,0.360068,89.088188
0.000391,4,0.359831,88.588669,0.360062,89.088188
0.000391,5,0.359825,88.588669,0.360057,89.088188
0.000391,6,0.359816,88.588669,0.360051,89.088188
0.000391,7,0.359810,88.588669,0.360045,89.088188
0.000391,8,0.359803,88.588669,0.360038,89.088188
0.000391,9,0.359796,88.588669,0.360032,89.088188
0.000391,10,0.359789,88.588669,0.360024,89.088188
0.000391,11,0.359783,88.588669,0.360017,89.088188
0.000391,12,0.359776,88.588669,0.360010,89.088188
0.000391,13,0.359767,88.588669,0.360002,89.088188
0.000391,14,0.359759,88.588669,0.359994,89.088188
0.000391,15,0.359751,88.588669,0.359985,89.088188
0.000391,16,0.359741,88.588669,0.359977,89.088188
0.000391,17,0.359732,88.588669,0.359967,89.088188
0.000391,18,0.359721,88.588669,0.359957,89.088188
0.000391,19,0.359709,88.588669,0.359946,89.088188
0.000391,20,0.359697,88.588669,0.359935,89.088188
0.000391,21,0.359683,88.588669,0.359922,89.088188
0.000391,22,0.359669,88.588669,0.359908,89.088188
0.000391,23,0.359654,88.588669,0.359894,89.088188
0.000391,24,0.359638,88.588669,0.359878,89.088188
0.000391,25,0.359619,88.588669,0.359861,89.088188
0.000391,26,0.359599,88.588669,0.359841,89.088188
0.000391,27,0.359576,88.588669,0.359820,89.088188
0.000391,28,0.359551,88.588669,0.359796,89.088188
0.000391,29,0.359524,88.588669,0.359771,89.088188
0.000391,30,0.359493,88.588669,0.359741,89.088188
0.000391,31,0.359457,88.588669,0.359708,89.088188
0.000391,32,0.359417,88.588669,0.359671,89.088188
0.000391,33,0.359372,88.588669,0.359628,89.088188
0.000391,34,0.359321,88.588669,0.359579,89.088188
0.000391,35,0.359259,88.574959,0.359521,89.088188
0.000391,36,0.359189,88.547523,0.359455,89.088188
0.000391,37,0.359106,88.520096,0.359376,89.038368
0.000391,38,0.359007,88.506378,0.359284,88.938713
0.000391,39,0.358888,88.437798,0.359172,88.789238
0.000391,40,0.358744,88.259499,0.359036,88.789238
0.000391,41,0.358567,88.053764,0.358870,88.639763
0.000391,42,0.358346,87.806885,0.358663,88.340805
0.000391,43,0.358069,87.436569,0.358402,88.241158
0.000391,44,0.357714,87.189690,0.358069,87.892380
0.000391,45,0.357250,86.791939,0.357634,87.344292
0.000391,46,0.356637,86.545059,0.357059,87.045341
0.000391,47,0.355812,86.147308,0.356285,86.447433
0.000391,48,0.354689,85.612396,0.355234,85.949181
0.000391,49,0.353156,85.077492,0.353795,85.351273
0.000391,50,0.351065,84.487724,0.351831,84.653709
0.000391,51,0.348288,83.897957,0.349226,84.055801
0.000391,52,0.344901,83.308189,0.346049,83.258598
0.000391,53,0.341332,81.799477,0.342714,81.714005
0.000391,54,0.338117,80.016457,0.339729,79.770805
0.000391,55,0.335436,78.521461,0.337250,78.325859
0.000391,56,0.333157,76.930466,0.335146,77.478821
0.000391,57,0.331128,75.723495,0.333259,76.880920
0.000391,58,0.329253,75.435471,0.331496,77.080215
0.000391,59,0.327475,74.502815,0.329810,76.631790
0.000391,60,0.325755,72.898094,0.328164,75.336327
0.000391,61,0.324031,71.156219,0.326504,73.492775
0.000391,62,0.322220,69.441780,0.324747,71.748878
0.000391,63,0.320191,67.891922,0.322771,69.357246
0.000391,64,0.317776,66.561516,0.320409,67.463875
0.000391,65,0.314758,65.217392,0.317443,66.367714
0.000391,66,0.310900,64.216156,0.313630,65.221725
0.000391,67,0.306031,63.256069,0.308774,63.477829
0.000391,68,0.300134,61.953094,0.302814,62.580967
0.000391,69,0.293361,60.334660,0.295867,61.036373
0.000391,70,0.286016,59.017967,0.288272,60.189339
0.000391,71,0.278485,57.221233,0.280511,58.096661
0.000391,72,0.270892,55.232479,0.272785,56.452415
0.000391,73,0.262990,52.941982,0.264884,53.512707
0.000391,74,0.254523,50.294884,0.256533,50.772297
0.000391,75,0.245504,47.428337,0.247691,47.633282
0.000391,76,0.236006,44.136608,0.238386,44.743397
0.000391,77,0.226251,40.515705,0.228793,41.006477
0.000391,78,0.216585,36.606777,0.219234,36.621822
0.000391,79,0.207265,32.917294,0.209975,33.582462
0.000391,80,0.198382,30.009602,0.201124,30.742401
0.000391,81,0.189947,27.856260,0.192705,28.799202
0.000391,82,0.181985,26.237827,0.184747,27.005482
0.000391,83,0.174528,24.468523,0.177277,25.809666
0.000391,84,0.167563,23.151831,0.170280,24.564026
0.000391,85,0.161030,22.136881,0.163691,23.318386
0.000391,86,0.154857,21.204224,0.157436,21.823618
0.000391,87,0.148995,20.202990,0.151470,20.727453
0.000391,88,0.143428,19.270332,0.145778,19.531639
0.000391,89,0.138155,18.543409,0.140368,18.983557
0.000391,90,0.133183,17.706762,0.135247,18.335825
0.000391,91,0.128510,16.938692,0.130422,17.438963
0.000391,92,0.124132,16.211767,0.125889,16.841057
0.000391,93,0.120037,15.635715,0.121641,16.193323
0.000391,94,0.116211,15.087093,0.117666,15.246636
0.000391,95,0.112638,14.579618,0.113952,14.698555
0.000391,96,0.109299,14.181868,0.110484,14.150474
0.000391,97,0.106178,13.866410,0.107249,13.851520
0.000391,98,0.103259,13.578384,0.104230,13.602391
0.000391,99,0.100526,13.208065,0.101414,13.303438
0.000391,100,0.097964,12.837745,0.098786,13.004484
0.000195,1,0.381456,88.588669,0.381923,89.088188
0.000195,2,0.361346,88.588669,0.361577,89.088188
0.000195,3,0.360053,88.588669,0.360253,89.088188
0.000195,4,0.359871,88.588669,0.360069,89.088188
0.000195,5,0.359833,88.588669,0.360036,89.088188
0.000195,6,0.359824,88.588669,0.360029,89.088188
0.000195,7,0.359823,88.588669,0.360025,89.088188
0.000195,8,0.359820,88.588669,0.360022,89.088188
0.000195,9,0.359820,88.588669,0.360020,89.088188
0.000195,10,0.359818,88.588669,0.360017,89.088188
0.000195,11,0.359814,88.588669,0.360014,89.088188
0.000195,12,0.359810,88.588669,0.360011,89.088188
0.000195,13,0.359806,88.588669,0.360008,89.088188
0.000195,14,0.359803,88.588669,0.360004,89.088188
0.000195,15,0.359799,88.588669,0.360001,89.088188
0.000195,16,0.359796,88.588669,0.359998,89.088188
0.000195,17,0.359793,88.588669,0.359994,89.088188
0.000195,18,0.359790,88.588669,0.359991,89.088188
0.000195,19,0.359786,88.588669,0.359988,89.088188
0.000195,20,0.359782,88.588669,0.359984,89.088188
0.000195,21,0.359778,88.588669,0.359980,89.088188
0.000195,22,0.359775,88.588669,0.359977,89.088188
0.000195,23,0.359771,88.588669,0.359973,89.088188
0.000195,24,0.359767,88.588669,0.359970,89.088188
0.000195,25,0.359763,88.588669,0.359965,89.088188
0.000195,26,0.359759,88.588669,0.359961,89.088188
0.000195,27,0.359755,88.588669,0.359957,89.088188
0.000195,28,0.359750,88.588669,0.359953,89.088188
0.000195,29,0.359745,88.588669,0.359949,89.088188
0.000195,30,0.359741,88.588669,0.359945,89.088188
0.000195,31,0.359736,88.588669,0.359940,89.088188
0.000195,32,0.359732,88.588669,0.359936,89.088188
0.000195,33,0.359726,88.588669,0.359931,89.088188
0.000195,34,0.359721,88.588669,0.359926,89.088188
0.000195,35,0.359715,88.588669,0.359921,89.088188
0.000195,36,0.359710,88.588669,0.359916,89.088188
0.000195,37,0.359705,88.588669,0.359911,89.088188
0.000195,38,0.359699,88.588669,0.359905,89.088188
0.000195,39,0.359692,88.588669,0.359899,89.088188
0.000195,40,0.359686,88.588669,0.359893,89.088188
0.000195,41,0.359680,88.588669,0.359887,89.088188
0.000195,42,0.359672,88.588669,0.359881,89.088188
0.000195,43,0.359665,88.588669,0.359874,89.088188
0.000195,44,0.359658,88.588669,0.359867,89.088188
0.000195,45,0.359651,88.588669,0.359860,89.088188
0.000195,46,0.359643,88.588669,0.359852,89.088188
0.000195,47,0.359634,88.588669,0.359844,89.088188
0.000195,48,0.359626,88.588669,0.359835,89.088188
0.000195,49,0.359617,88.588669,0.359827,89.088188
0.000195,50,0.359607,88.588669,0.359818,89.088188
0.000195,51,0.359597,88.588669,0.359809,89.088188
0.000195,52,0.359587,88.588669,0.359798,89.088188
0.000195,53,0.359577,88.588669,0.359788,89.088188
0.000195,54,0.359564,88.588669,0.359777,89.088188
0.000195,55,0.359552,88.588669,0.359766,89.088188
0.000195,56,0.359538,88.588669,0.359753,89.088188
0.000195,57,0.359525,88.588669,0.359741,89.088188
0.000195,58,0.359511,88.588669,0.359726,89.088188
0.000195,59,0.359495,88.588669,0.359712,89.088188
0.000195,60,0.359479,88.588669,0.359696,89.088188
0.000195,61,0.359462,88.588669,0.359680,89.088188
0.000195,62,0.359443,88.588669,0.359663,89.088188
0.000195,63,0.359423,88.588669,0.359644,89.088188
0.000195,64,0.359403,88.588669,0.359625,89.088188
0.000195,65,0.359381,88.588669,0.359604,89.088188
0.000195,66,0.359357,88.588669,0.359581,89.088188
0.000195,67,0.359332,88.588669,0.359557,89.088188
0.000195,68,0.359304,88.588669,0.359531,89.088188
0.000195,69,0.359275,88.574959,0.359502,89.088188
0.000195,70,0.359242,88.561241,0.359472,89.088188
0.000195,71,0.359208,88.547523,0.359439,89.088188
0.000195,72,0.359170,88.547523,0.359404,89.088188
0.000195,73,0.359129,88.520096,0.359365,89.038368
0.000195,74,0.359085,88.520096,0.359324,88.988541
0.000195,75,0.359037,88.506378,0.359278,88.988541
0.000195,76,0.358984,88.492661,0.359228,88.839066
0.000195,77,0.358927,88.451515,0.359173,88.789238
0.000195,78,0.358864,88.328079,0.359113,88.789238
0.000195,79,0.358793,88.273216,0.359047,88.789238
0.000195,80,0.358715,88.204636,0.358974,88.739410
0.000195,81,0.358629,88.053764,0.358893,88.639763
0.000195,82,0.358534,87.930328,0.358803,88.440460
0.000195,83,0.358428,87.820602,0.358702,88.390633
0.000195,84,0.358308,87.656013,0.358590,88.340805
0.000195,85,0.358174,87.450279,0.358464,88.191330
0.000195,86,0.358022,87.340553,0.358321,88.041855
0.000195,87,0.357852,87.175972,0.358160,87.892380
0.000195,88,0.357657,86.915375,0.357977,87.593422
0.000195,89,0.357435,86.778221,0.357767,87.344292
0.000195,90,0.357181,86.654778,0.357526,87.144989
0.000195,91,0.356886,86.517624,0.357250,86.945686
0.000195,92,0.356545,86.311890,0.356929,86.596909
0.000195,93,0.356151,86.078728,0.356556,86.397606
0.000195,94,0.355689,85.900429,0.356123,86.098656
0.000195,95,0.355150,85.584969,0.355615,85.849525
0.000195,96,0.354520,85.324371,0.355022,85.650223
0.000195,97,0.353778,85.091209,0.354327,85.301445
0.000195,98,0.352915,84.748322,0.353514,84.952667
0.000195,99,0.351905,84.515152,0.352566,84.803192
0.000195,100,0.350731,84.309425,0.351463,84.454407
0.000098,1,0.567848,90.056236,0.568902,90.582962
0.000098,2,0.381402,88.588669,0.381838,89.088188
0.000098,3,0.364667,88.588669,0.364928,89.088188
0.000098,4,0.361344,88.588669,0.361555,89.088188
0.000098,5,0.360388,88.588669,0.360576,89.088188
0.000098,6,0.360050,88.588669,0.360236,89.088188
0.000098,7,0.359922,88.588669,0.360105,89.088188
0.000098,8,0.359872,88.588669,0.360051,89.088188
0.000098,9,0.359855,88.588669,0.360028,89.088188
0.000098,10,0.359835,88.588669,0.360019,89.088188
0.000098,11,0.359830,88.588669,0.360014,89.088188
0.000098,12,0.359823,88.588669,0.360011,89.088188
0.000098,13,0.359827,88.588669,0.360009,89.088188
0.000098,14,0.359822,88.588669,0.360008,89.088188
0.000098,15,0.359818,88.588669,0.360006,89.088188
0.000098,16,0.359816,88.588669,0.360005,89.088188
0.000098,17,0.359816,88.588669,0.360003,89.088188
0.000098,18,0.359816,88.588669,0.360002,89.088188
0.000098,19,0.359815,88.588669,0.360001,89.088188
0.000098,20,0.359813,88.588669,0.360000,89.088188
0.000098,21,0.359811,88.588669,0.359998,89.088188
0.000098,22,0.359809,88.588669,0.359996,89.088188
0.000098,23,0.359808,88.588669,0.359995,89.088188
0.000098,24,0.359806,88.588669,0.359993,89.088188
0.000098,25,0.359804,88.588669,0.359992,89.088188
0.000098,26,0.359802,88.588669,0.359990,89.088188
0.000098,27,0.359800,88.588669,0.359988,89.088188
0.000098,28,0.359798,88.588669,0.359987,89.088188
0.000098,29,0.359797,88.588669,0.359985,89.088188
0.000098,30,0.359795,88.588669,0.359984,89.088188
